"BehaviorSpace results (NetLogo 6.0.1)"
"Diffusion-chrizbo.nlogo"
"social-influence-experiment"
"07/23/2017 13:43:07:963 -0400"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","num-agents","network","social-influence","broadcast-influence","[step]","count turtles with [ adopted? ]","count regulars with [ adopted? ]","count influentials with [ adopted? ]"
"79","100","""random""","0.8","0.05","29","97","90","7"
"78","100","""random""","0.8","0.05","78","99","90","9"
"79","100","""random""","0.8","0.05","30","97","90","7"
"78","100","""random""","0.8","0.05","79","99","90","9"
"79","100","""random""","0.8","0.05","31","97","90","7"
"78","100","""random""","0.8","0.05","80","99","90","9"
"79","100","""random""","0.8","0.05","32","97","90","7"
"78","100","""random""","0.8","0.05","81","99","90","9"
"79","100","""random""","0.8","0.05","33","97","90","7"
"78","100","""random""","0.8","0.05","82","99","90","9"
"79","100","""random""","0.8","0.05","34","97","90","7"
"78","100","""random""","0.8","0.05","83","99","90","9"
"79","100","""random""","0.8","0.05","35","97","90","7"
"78","100","""random""","0.8","0.05","84","99","90","9"
"79","100","""random""","0.8","0.05","36","97","90","7"
"78","100","""random""","0.8","0.05","85","99","90","9"
"79","100","""random""","0.8","0.05","37","97","90","7"
"78","100","""random""","0.8","0.05","86","99","90","9"
"79","100","""random""","0.8","0.05","38","97","90","7"
"78","100","""random""","0.8","0.05","87","100","90","10"
"79","100","""random""","0.8","0.05","39","97","90","7"
"79","100","""random""","0.8","0.05","40","97","90","7"
"81","100","""random""","0.9","0.05","5","68","61","7"
"79","100","""random""","0.8","0.05","41","97","90","7"
"79","100","""random""","0.8","0.05","42","97","90","7"
"79","100","""random""","0.8","0.05","43","97","90","7"
"81","100","""random""","0.9","0.05","6","79","70","9"
"79","100","""random""","0.8","0.05","44","97","90","7"
"79","100","""random""","0.8","0.05","45","97","90","7"
"79","100","""random""","0.8","0.05","46","97","90","7"
"81","100","""random""","0.9","0.05","7","86","77","9"
"79","100","""random""","0.8","0.05","47","97","90","7"
"79","100","""random""","0.8","0.05","48","97","90","7"
"81","100","""random""","0.9","0.05","8","90","81","9"
"79","100","""random""","0.8","0.05","49","98","90","8"
"79","100","""random""","0.8","0.05","50","98","90","8"
"81","100","""random""","0.9","0.05","9","92","83","9"
"79","100","""random""","0.8","0.05","51","99","90","9"
"79","100","""random""","0.8","0.05","52","99","90","9"
"81","100","""random""","0.9","0.05","10","95","86","9"
"79","100","""random""","0.8","0.05","53","99","90","9"
"81","100","""random""","0.9","0.05","11","96","87","9"
"79","100","""random""","0.8","0.05","54","99","90","9"
"79","100","""random""","0.8","0.05","55","99","90","9"
"81","100","""random""","0.9","0.05","12","97","88","9"
"79","100","""random""","0.8","0.05","56","99","90","9"
"81","100","""random""","0.9","0.05","13","97","88","9"
"79","100","""random""","0.8","0.05","57","99","90","9"
"81","100","""random""","0.9","0.05","14","98","89","9"
"79","100","""random""","0.8","0.05","58","99","90","9"
"81","100","""random""","0.9","0.05","15","98","89","9"
"79","100","""random""","0.8","0.05","59","99","90","9"
"81","100","""random""","0.9","0.05","16","98","89","9"
"79","100","""random""","0.8","0.05","60","99","90","9"
"81","100","""random""","0.9","0.05","17","98","89","9"
"79","100","""random""","0.8","0.05","61","99","90","9"
"81","100","""random""","0.9","0.05","18","99","90","9"
"79","100","""random""","0.8","0.05","62","99","90","9"
"81","100","""random""","0.9","0.05","19","100","90","10"
"79","100","""random""","0.8","0.05","63","99","90","9"
"79","100","""random""","0.8","0.05","64","99","90","9"
"79","100","""random""","0.8","0.05","65","99","90","9"
"79","100","""random""","0.8","0.05","66","99","90","9"
"79","100","""random""","0.8","0.05","67","99","90","9"
"79","100","""random""","0.8","0.05","68","99","90","9"
"79","100","""random""","0.8","0.05","69","99","90","9"
"79","100","""random""","0.8","0.05","70","99","90","9"
"79","100","""random""","0.8","0.05","71","99","90","9"
"79","100","""random""","0.8","0.05","72","99","90","9"
"79","100","""random""","0.8","0.05","73","99","90","9"
"79","100","""random""","0.8","0.05","74","99","90","9"
"82","100","""random""","0.9","0.05","0","0","0","0"
"79","100","""random""","0.8","0.05","75","99","90","9"
"79","100","""random""","0.8","0.05","76","99","90","9"
"79","100","""random""","0.8","0.05","77","99","90","9"
"79","100","""random""","0.8","0.05","78","99","90","9"
"79","100","""random""","0.8","0.05","79","99","90","9"
"79","100","""random""","0.8","0.05","80","99","90","9"
"82","100","""random""","0.9","0.05","1","7","7","0"
"79","100","""random""","0.8","0.05","81","99","90","9"
"79","100","""random""","0.8","0.05","82","99","90","9"
"79","100","""random""","0.8","0.05","83","99","90","9"
"79","100","""random""","0.8","0.05","84","99","90","9"
"79","100","""random""","0.8","0.05","85","99","90","9"
"79","100","""random""","0.8","0.05","86","99","90","9"
"79","100","""random""","0.8","0.05","87","99","90","9"
"82","100","""random""","0.9","0.05","2","11","10","1"
"79","100","""random""","0.8","0.05","88","99","90","9"
"79","100","""random""","0.8","0.05","89","99","90","9"
"79","100","""random""","0.8","0.05","90","99","90","9"
"79","100","""random""","0.8","0.05","91","99","90","9"
"79","100","""random""","0.8","0.05","92","99","90","9"
"79","100","""random""","0.8","0.05","93","99","90","9"
"79","100","""random""","0.8","0.05","94","99","90","9"
"82","100","""random""","0.9","0.05","3","31","28","3"
"79","100","""random""","0.8","0.05","95","100","90","10"
"82","100","""random""","0.9","0.05","4","52","47","5"
"83","100","""random""","0.9","0.05","0","0","0","0"
"82","100","""random""","0.9","0.05","5","66","60","6"
"82","100","""random""","0.9","0.05","6","80","73","7"
"82","100","""random""","0.9","0.05","7","89","81","8"
"82","100","""random""","0.9","0.05","8","93","84","9"
"82","100","""random""","0.9","0.05","9","98","88","10"
"82","100","""random""","0.9","0.05","10","99","89","10"
"82","100","""random""","0.9","0.05","11","100","90","10"
"85","100","""random""","0.9","0.05","0","0","0","0"
"85","100","""random""","0.9","0.05","1","4","4","0"
"83","100","""random""","0.9","0.05","1","4","3","1"
"83","100","""random""","0.9","0.05","2","15","13","2"
"83","100","""random""","0.9","0.05","3","32","29","3"
"83","100","""random""","0.9","0.05","4","51","46","5"
"83","100","""random""","0.9","0.05","5","73","67","6"
"84","100","""random""","0.9","0.05","0","0","0","0"
"83","100","""random""","0.9","0.05","6","78","72","6"
"83","100","""random""","0.9","0.05","7","85","79","6"
"83","100","""random""","0.9","0.05","8","86","80","6"
"83","100","""random""","0.9","0.05","9","87","81","6"
"84","100","""random""","0.9","0.05","1","7","7","0"
"83","100","""random""","0.9","0.05","10","87","81","6"
"83","100","""random""","0.9","0.05","11","89","82","7"
"83","100","""random""","0.9","0.05","12","92","85","7"
"84","100","""random""","0.9","0.05","2","17","17","0"
"83","100","""random""","0.9","0.05","13","93","86","7"
"83","100","""random""","0.9","0.05","14","94","87","7"
"83","100","""random""","0.9","0.05","15","95","88","7"
"83","100","""random""","0.9","0.05","16","96","89","7"
"83","100","""random""","0.9","0.05","17","96","89","7"
"84","100","""random""","0.9","0.05","3","27","27","0"
"83","100","""random""","0.9","0.05","18","96","89","7"
"83","100","""random""","0.9","0.05","19","96","89","7"
"83","100","""random""","0.9","0.05","20","98","90","8"
"83","100","""random""","0.9","0.05","21","98","90","8"
"83","100","""random""","0.9","0.05","22","98","90","8"
"84","100","""random""","0.9","0.05","4","43","42","1"
"83","100","""random""","0.9","0.05","23","99","90","9"
"83","100","""random""","0.9","0.05","24","99","90","9"
"83","100","""random""","0.9","0.05","25","99","90","9"
"83","100","""random""","0.9","0.05","26","99","90","9"
"83","100","""random""","0.9","0.05","27","99","90","9"
"83","100","""random""","0.9","0.05","28","99","90","9"
"84","100","""random""","0.9","0.05","5","55","54","1"
"83","100","""random""","0.9","0.05","29","99","90","9"
"83","100","""random""","0.9","0.05","30","99","90","9"
"83","100","""random""","0.9","0.05","31","99","90","9"
"83","100","""random""","0.9","0.05","32","99","90","9"
"83","100","""random""","0.9","0.05","33","99","90","9"
"83","100","""random""","0.9","0.05","34","100","90","10"
"84","100","""random""","0.9","0.05","6","63","62","1"
"84","100","""random""","0.9","0.05","7","73","70","3"
"84","100","""random""","0.9","0.05","8","80","75","5"
"84","100","""random""","0.9","0.05","9","92","83","9"
"84","100","""random""","0.9","0.05","10","97","88","9"
"84","100","""random""","0.9","0.05","11","97","88","9"
"84","100","""random""","0.9","0.05","12","98","89","9"
"84","100","""random""","0.9","0.05","13","98","89","9"
"84","100","""random""","0.9","0.05","14","99","90","9"
"84","100","""random""","0.9","0.05","15","99","90","9"
"84","100","""random""","0.9","0.05","16","100","90","10"
"87","100","""random""","0.9","0.05","0","0","0","0"
"85","100","""random""","0.9","0.05","2","9","9","0"
"87","100","""random""","0.9","0.05","1","16","14","2"
"86","100","""random""","0.9","0.05","0","0","0","0"
"87","100","""random""","0.9","0.05","2","29","24","5"
"87","100","""random""","0.9","0.05","3","59","53","6"
"85","100","""random""","0.9","0.05","3","13","13","0"
"86","100","""random""","0.9","0.05","1","4","4","0"
"87","100","""random""","0.9","0.05","4","75","65","10"
"85","100","""random""","0.9","0.05","4","21","19","2"
"88","100","""random""","0.9","0.05","0","0","0","0"
"87","100","""random""","0.9","0.05","5","90","80","10"
"87","100","""random""","0.9","0.05","6","92","82","10"
"87","100","""random""","0.9","0.05","7","94","84","10"
"87","100","""random""","0.9","0.05","8","97","87","10"
"87","100","""random""","0.9","0.05","9","97","87","10"
"88","100","""random""","0.9","0.05","1","6","5","1"
"87","100","""random""","0.9","0.05","10","97","87","10"
"85","100","""random""","0.9","0.05","5","35","31","4"
"87","100","""random""","0.9","0.05","11","99","89","10"
"87","100","""random""","0.9","0.05","12","99","89","10"
"87","100","""random""","0.9","0.05","13","100","90","10"
"88","100","""random""","0.9","0.05","2","16","15","1"
"85","100","""random""","0.9","0.05","6","52","45","7"
"88","100","""random""","0.9","0.05","3","28","27","1"
"86","100","""random""","0.9","0.05","2","6","6","0"
"85","100","""random""","0.9","0.05","7","70","62","8"
"88","100","""random""","0.9","0.05","4","36","35","1"
"85","100","""random""","0.9","0.05","8","86","77","9"
"86","100","""random""","0.9","0.05","3","10","10","0"
"88","100","""random""","0.9","0.05","5","41","40","1"
"85","100","""random""","0.9","0.05","9","91","82","9"
"85","100","""random""","0.9","0.05","10","94","85","9"
"88","100","""random""","0.9","0.05","6","52","48","4"
"85","100","""random""","0.9","0.05","11","96","87","9"
"85","100","""random""","0.9","0.05","12","98","89","9"
"85","100","""random""","0.9","0.05","13","98","89","9"
"86","100","""random""","0.9","0.05","4","20","19","1"
"88","100","""random""","0.9","0.05","7","65","61","4"
"85","100","""random""","0.9","0.05","14","98","89","9"
"85","100","""random""","0.9","0.05","15","99","90","9"
"88","100","""random""","0.9","0.05","8","74","70","4"
"85","100","""random""","0.9","0.05","16","99","90","9"
"85","100","""random""","0.9","0.05","17","99","90","9"
"88","100","""random""","0.9","0.05","9","84","80","4"
"85","100","""random""","0.9","0.05","18","100","90","10"
"86","100","""random""","0.9","0.05","5","43","38","5"
"88","100","""random""","0.9","0.05","10","89","83","6"
"88","100","""random""","0.9","0.05","11","91","85","6"
"88","100","""random""","0.9","0.05","12","94","87","7"
"88","100","""random""","0.9","0.05","13","96","89","7"
"88","100","""random""","0.9","0.05","14","96","89","7"
"88","100","""random""","0.9","0.05","15","96","89","7"
"88","100","""random""","0.9","0.05","16","96","89","7"
"88","100","""random""","0.9","0.05","17","96","89","7"
"88","100","""random""","0.9","0.05","18","96","89","7"
"88","100","""random""","0.9","0.05","19","96","89","7"
"88","100","""random""","0.9","0.05","20","96","89","7"
"86","100","""random""","0.9","0.05","6","64","57","7"
"88","100","""random""","0.9","0.05","21","97","90","7"
"88","100","""random""","0.9","0.05","22","97","90","7"
"88","100","""random""","0.9","0.05","23","97","90","7"
"88","100","""random""","0.9","0.05","24","97","90","7"
"88","100","""random""","0.9","0.05","25","97","90","7"
"88","100","""random""","0.9","0.05","26","97","90","7"
"88","100","""random""","0.9","0.05","27","97","90","7"
"88","100","""random""","0.9","0.05","28","97","90","7"
"88","100","""random""","0.9","0.05","29","97","90","7"
"86","100","""random""","0.9","0.05","7","78","70","8"
"88","100","""random""","0.9","0.05","30","97","90","7"
"88","100","""random""","0.9","0.05","31","97","90","7"
"88","100","""random""","0.9","0.05","32","97","90","7"
"88","100","""random""","0.9","0.05","33","97","90","7"
"86","100","""random""","0.9","0.05","8","83","75","8"
"88","100","""random""","0.9","0.05","34","97","90","7"
"88","100","""random""","0.9","0.05","35","97","90","7"
"86","100","""random""","0.9","0.05","9","86","78","8"
"88","100","""random""","0.9","0.05","36","97","90","7"
"88","100","""random""","0.9","0.05","37","97","90","7"
"86","100","""random""","0.9","0.05","10","91","82","9"
"88","100","""random""","0.9","0.05","38","97","90","7"
"88","100","""random""","0.9","0.05","39","97","90","7"
"86","100","""random""","0.9","0.05","11","93","84","9"
"88","100","""random""","0.9","0.05","40","97","90","7"
"88","100","""random""","0.9","0.05","41","97","90","7"
"86","100","""random""","0.9","0.05","12","95","86","9"
"88","100","""random""","0.9","0.05","42","98","90","8"
"86","100","""random""","0.9","0.05","13","96","87","9"
"88","100","""random""","0.9","0.05","43","98","90","8"
"88","100","""random""","0.9","0.05","44","98","90","8"
"86","100","""random""","0.9","0.05","14","97","88","9"
"88","100","""random""","0.9","0.05","45","99","90","9"
"86","100","""random""","0.9","0.05","15","97","88","9"
"88","100","""random""","0.9","0.05","46","99","90","9"
"86","100","""random""","0.9","0.05","16","97","88","9"
"88","100","""random""","0.9","0.05","47","99","90","9"
"88","100","""random""","0.9","0.05","48","99","90","9"
"86","100","""random""","0.9","0.05","17","97","88","9"
"88","100","""random""","0.9","0.05","49","99","90","9"
"88","100","""random""","0.9","0.05","50","99","90","9"
"88","100","""random""","0.9","0.05","51","99","90","9"
"88","100","""random""","0.9","0.05","52","99","90","9"
"86","100","""random""","0.9","0.05","18","98","88","10"
"88","100","""random""","0.9","0.05","53","99","90","9"
"86","100","""random""","0.9","0.05","19","98","88","10"
"88","100","""random""","0.9","0.05","54","99","90","9"
"88","100","""random""","0.9","0.05","55","99","90","9"
"88","100","""random""","0.9","0.05","56","99","90","9"
"88","100","""random""","0.9","0.05","57","99","90","9"
"88","100","""random""","0.9","0.05","58","99","90","9"
"88","100","""random""","0.9","0.05","59","99","90","9"
"88","100","""random""","0.9","0.05","60","99","90","9"
"88","100","""random""","0.9","0.05","61","100","90","10"
"86","100","""random""","0.9","0.05","20","98","88","10"
"86","100","""random""","0.9","0.05","21","99","89","10"
"86","100","""random""","0.9","0.05","22","99","89","10"
"86","100","""random""","0.9","0.05","23","100","90","10"
"91","100","""random""","1","0.05","0","0","0","0"
"90","100","""random""","0.9","0.05","0","0","0","0"
"90","100","""random""","0.9","0.05","1","4","4","0"
"90","100","""random""","0.9","0.05","2","10","10","0"
"90","100","""random""","0.9","0.05","3","19","19","0"
"90","100","""random""","0.9","0.05","4","25","25","0"
"90","100","""random""","0.9","0.05","5","36","34","2"
"90","100","""random""","0.9","0.05","6","50","46","4"
"89","100","""random""","0.9","0.05","0","0","0","0"
"92","100","""random""","1","0.05","0","0","0","0"
"90","100","""random""","0.9","0.05","7","63","59","4"
"89","100","""random""","0.9","0.05","1","7","7","0"
"90","100","""random""","0.9","0.05","8","68","63","5"
"92","100","""random""","1","0.05","1","11","10","1"
"90","100","""random""","0.9","0.05","9","75","70","5"
"89","100","""random""","0.9","0.05","2","16","15","1"
"90","100","""random""","0.9","0.05","10","77","72","5"
"90","100","""random""","0.9","0.05","11","83","78","5"
"90","100","""random""","0.9","0.05","12","89","84","5"
"89","100","""random""","0.9","0.05","3","29","28","1"
"90","100","""random""","0.9","0.05","13","89","84","5"
"90","100","""random""","0.9","0.05","14","91","86","5"
"90","100","""random""","0.9","0.05","15","92","87","5"
"92","100","""random""","1","0.05","2","27","25","2"
"90","100","""random""","0.9","0.05","16","93","88","5"
"90","100","""random""","0.9","0.05","17","95","90","5"
"90","100","""random""","0.9","0.05","18","95","90","5"
"90","100","""random""","0.9","0.05","19","95","90","5"
"90","100","""random""","0.9","0.05","20","95","90","5"
"92","100","""random""","1","0.05","3","37","35","2"
"90","100","""random""","0.9","0.05","21","95","90","5"
"90","100","""random""","0.9","0.05","22","95","90","5"
"90","100","""random""","0.9","0.05","23","95","90","5"
"90","100","""random""","0.9","0.05","24","96","90","6"
"90","100","""random""","0.9","0.05","25","96","90","6"
"92","100","""random""","1","0.05","4","51","49","2"
"90","100","""random""","0.9","0.05","26","96","90","6"
"90","100","""random""","0.9","0.05","27","96","90","6"
"90","100","""random""","0.9","0.05","28","96","90","6"
"90","100","""random""","0.9","0.05","29","96","90","6"
"90","100","""random""","0.9","0.05","30","96","90","6"
"90","100","""random""","0.9","0.05","31","96","90","6"
"92","100","""random""","1","0.05","5","63","61","2"
"89","100","""random""","0.9","0.05","4","39","38","1"
"90","100","""random""","0.9","0.05","32","98","90","8"
"90","100","""random""","0.9","0.05","33","98","90","8"
"90","100","""random""","0.9","0.05","34","98","90","8"
"90","100","""random""","0.9","0.05","35","98","90","8"
"92","100","""random""","1","0.05","6","74","72","2"
"89","100","""random""","0.9","0.05","5","50","48","2"
"90","100","""random""","0.9","0.05","36","98","90","8"
"92","100","""random""","1","0.05","7","83","81","2"
"89","100","""random""","0.9","0.05","6","59","57","2"
"90","100","""random""","0.9","0.05","37","99","90","9"
"92","100","""random""","1","0.05","8","85","83","2"
"89","100","""random""","0.9","0.05","7","68","64","4"
"90","100","""random""","0.9","0.05","38","99","90","9"
"89","100","""random""","0.9","0.05","8","78","73","5"
"92","100","""random""","1","0.05","9","88","86","2"
"89","100","""random""","0.9","0.05","9","86","81","5"
"92","100","""random""","1","0.05","10","89","87","2"
"90","100","""random""","0.9","0.05","39","99","90","9"
"89","100","""random""","0.9","0.05","10","87","82","5"
"89","100","""random""","0.9","0.05","11","89","84","5"
"92","100","""random""","1","0.05","11","92","89","3"
"90","100","""random""","0.9","0.05","40","99","90","9"
"89","100","""random""","0.9","0.05","12","92","87","5"
"90","100","""random""","0.9","0.05","41","99","90","9"
"92","100","""random""","1","0.05","12","93","90","3"
"90","100","""random""","0.9","0.05","42","99","90","9"
"89","100","""random""","0.9","0.05","13","93","87","6"
"89","100","""random""","0.9","0.05","14","95","89","6"
"92","100","""random""","1","0.05","13","95","90","5"
"90","100","""random""","0.9","0.05","43","99","90","9"
"89","100","""random""","0.9","0.05","15","96","90","6"
"89","100","""random""","0.9","0.05","16","96","90","6"
"92","100","""random""","1","0.05","14","96","90","6"
"90","100","""random""","0.9","0.05","44","99","90","9"
"89","100","""random""","0.9","0.05","17","96","90","6"
"89","100","""random""","0.9","0.05","18","96","90","6"
"92","100","""random""","1","0.05","15","96","90","6"
"90","100","""random""","0.9","0.05","45","99","90","9"
"89","100","""random""","0.9","0.05","19","96","90","6"
"89","100","""random""","0.9","0.05","20","96","90","6"
"89","100","""random""","0.9","0.05","21","96","90","6"
"89","100","""random""","0.9","0.05","22","96","90","6"
"90","100","""random""","0.9","0.05","46","99","90","9"
"89","100","""random""","0.9","0.05","23","96","90","6"
"90","100","""random""","0.9","0.05","47","99","90","9"
"89","100","""random""","0.9","0.05","24","97","90","7"
"90","100","""random""","0.9","0.05","48","99","90","9"
"89","100","""random""","0.9","0.05","25","97","90","7"
"90","100","""random""","0.9","0.05","49","99","90","9"
"92","100","""random""","1","0.05","16","97","90","7"
"89","100","""random""","0.9","0.05","26","97","90","7"
"89","100","""random""","0.9","0.05","27","97","90","7"
"90","100","""random""","0.9","0.05","50","100","90","10"
"92","100","""random""","1","0.05","17","97","90","7"
"91","100","""random""","1","0.05","1","11","9","2"
"89","100","""random""","0.9","0.05","28","97","90","7"
"89","100","""random""","0.9","0.05","29","97","90","7"
"89","100","""random""","0.9","0.05","30","97","90","7"
"89","100","""random""","0.9","0.05","31","97","90","7"
"89","100","""random""","0.9","0.05","32","97","90","7"
"89","100","""random""","0.9","0.05","33","98","90","8"
"89","100","""random""","0.9","0.05","34","98","90","8"
"92","100","""random""","1","0.05","18","97","90","7"
"89","100","""random""","0.9","0.05","35","98","90","8"
"89","100","""random""","0.9","0.05","36","98","90","8"
"92","100","""random""","1","0.05","19","97","90","7"
"89","100","""random""","0.9","0.05","37","98","90","8"
"89","100","""random""","0.9","0.05","38","98","90","8"
"89","100","""random""","0.9","0.05","39","98","90","8"
"89","100","""random""","0.9","0.05","40","98","90","8"
"89","100","""random""","0.9","0.05","41","98","90","8"
"89","100","""random""","0.9","0.05","42","98","90","8"
"89","100","""random""","0.9","0.05","43","98","90","8"
"89","100","""random""","0.9","0.05","44","98","90","8"
"89","100","""random""","0.9","0.05","45","98","90","8"
"92","100","""random""","1","0.05","20","97","90","7"
"89","100","""random""","0.9","0.05","46","99","90","9"
"89","100","""random""","0.9","0.05","47","99","90","9"
"92","100","""random""","1","0.05","21","97","90","7"
"89","100","""random""","0.9","0.05","48","99","90","9"
"92","100","""random""","1","0.05","22","97","90","7"
"89","100","""random""","0.9","0.05","49","99","90","9"
"89","100","""random""","0.9","0.05","50","99","90","9"
"89","100","""random""","0.9","0.05","51","99","90","9"
"89","100","""random""","0.9","0.05","52","99","90","9"
"89","100","""random""","0.9","0.05","53","99","90","9"
"89","100","""random""","0.9","0.05","54","99","90","9"
"89","100","""random""","0.9","0.05","55","99","90","9"
"92","100","""random""","1","0.05","23","97","90","7"
"89","100","""random""","0.9","0.05","56","99","90","9"
"89","100","""random""","0.9","0.05","57","99","90","9"
"89","100","""random""","0.9","0.05","58","99","90","9"
"89","100","""random""","0.9","0.05","59","99","90","9"
"89","100","""random""","0.9","0.05","60","99","90","9"
"92","100","""random""","1","0.05","24","97","90","7"
"89","100","""random""","0.9","0.05","61","99","90","9"
"89","100","""random""","0.9","0.05","62","99","90","9"
"92","100","""random""","1","0.05","25","97","90","7"
"91","100","""random""","1","0.05","2","25","21","4"
"89","100","""random""","0.9","0.05","63","99","90","9"
"92","100","""random""","1","0.05","26","97","90","7"
"89","100","""random""","0.9","0.05","64","99","90","9"
"89","100","""random""","0.9","0.05","65","99","90","9"
"89","100","""random""","0.9","0.05","66","99","90","9"
"89","100","""random""","0.9","0.05","67","99","90","9"
"89","100","""random""","0.9","0.05","68","99","90","9"
"92","100","""random""","1","0.05","27","97","90","7"
"89","100","""random""","0.9","0.05","69","99","90","9"
"89","100","""random""","0.9","0.05","70","99","90","9"
"89","100","""random""","0.9","0.05","71","99","90","9"
"92","100","""random""","1","0.05","28","97","90","7"
"89","100","""random""","0.9","0.05","72","99","90","9"
"91","100","""random""","1","0.05","3","45","41","4"
"89","100","""random""","0.9","0.05","73","99","90","9"
"92","100","""random""","1","0.05","29","97","90","7"
"89","100","""random""","0.9","0.05","74","99","90","9"
"89","100","""random""","0.9","0.05","75","99","90","9"
"89","100","""random""","0.9","0.05","76","99","90","9"
"89","100","""random""","0.9","0.05","77","99","90","9"
"89","100","""random""","0.9","0.05","78","99","90","9"
"92","100","""random""","1","0.05","30","97","90","7"
"89","100","""random""","0.9","0.05","79","99","90","9"
"92","100","""random""","1","0.05","31","97","90","7"
"89","100","""random""","0.9","0.05","80","99","90","9"
"91","100","""random""","1","0.05","4","58","54","4"
"89","100","""random""","0.9","0.05","81","99","90","9"
"92","100","""random""","1","0.05","32","97","90","7"
"89","100","""random""","0.9","0.05","82","99","90","9"
"89","100","""random""","0.9","0.05","83","99","90","9"
"92","100","""random""","1","0.05","33","97","90","7"
"89","100","""random""","0.9","0.05","84","99","90","9"
"89","100","""random""","0.9","0.05","85","99","90","9"
"89","100","""random""","0.9","0.05","86","99","90","9"
"92","100","""random""","1","0.05","34","97","90","7"
"91","100","""random""","1","0.05","5","66","62","4"
"89","100","""random""","0.9","0.05","87","99","90","9"
"89","100","""random""","0.9","0.05","88","99","90","9"
"92","100","""random""","1","0.05","35","97","90","7"
"89","100","""random""","0.9","0.05","89","99","90","9"
"89","100","""random""","0.9","0.05","90","99","90","9"
"92","100","""random""","1","0.05","36","97","90","7"
"89","100","""random""","0.9","0.05","91","99","90","9"
"89","100","""random""","0.9","0.05","92","100","90","10"
"93","100","""random""","1","0.05","0","0","0","0"
"92","100","""random""","1","0.05","37","98","90","8"
"91","100","""random""","1","0.05","6","71","67","4"
"92","100","""random""","1","0.05","38","98","90","8"
"92","100","""random""","1","0.05","39","99","90","9"
"92","100","""random""","1","0.05","40","100","90","10"
"91","100","""random""","1","0.05","7","81","74","7"
"93","100","""random""","1","0.05","1","7","7","0"
"91","100","""random""","1","0.05","8","92","83","9"
"91","100","""random""","1","0.05","9","93","84","9"
"91","100","""random""","1","0.05","10","99","90","9"
"91","100","""random""","1","0.05","11","99","90","9"
"91","100","""random""","1","0.05","12","99","90","9"
"91","100","""random""","1","0.05","13","99","90","9"
"91","100","""random""","1","0.05","14","99","90","9"
"91","100","""random""","1","0.05","15","99","90","9"
"91","100","""random""","1","0.05","16","99","90","9"
"91","100","""random""","1","0.05","17","99","90","9"
"91","100","""random""","1","0.05","18","100","90","10"
"93","100","""random""","1","0.05","2","12","12","0"
"93","100","""random""","1","0.05","3","24","21","3"
"93","100","""random""","1","0.05","4","41","38","3"
"93","100","""random""","1","0.05","5","51","48","3"
"93","100","""random""","1","0.05","6","59","56","3"
"95","100","""random""","1","0.05","0","0","0","0"
"96","100","""random""","1","0.05","0","0","0","0"
"96","100","""random""","1","0.05","1","4","4","0"
"95","100","""random""","1","0.05","1","12","10","2"
"96","100","""random""","1","0.05","2","9","8","1"
"95","100","""random""","1","0.05","2","31","26","5"
"96","100","""random""","1","0.05","3","19","16","3"
"95","100","""random""","1","0.05","3","47","42","5"
"96","100","""random""","1","0.05","4","36","31","5"
"95","100","""random""","1","0.05","4","59","54","5"
"94","100","""random""","1","0.05","0","0","0","0"
"93","100","""random""","1","0.05","7","65","62","3"
"96","100","""random""","1","0.05","5","58","52","6"
"95","100","""random""","1","0.05","5","69","63","6"
"93","100","""random""","1","0.05","8","74","70","4"
"94","100","""random""","1","0.05","1","6","6","0"
"96","100","""random""","1","0.05","6","70","63","7"
"95","100","""random""","1","0.05","6","81","74","7"
"93","100","""random""","1","0.05","9","81","77","4"
"96","100","""random""","1","0.05","7","85","76","9"
"93","100","""random""","1","0.05","10","87","83","4"
"95","100","""random""","1","0.05","7","87","78","9"
"94","100","""random""","1","0.05","2","14","13","1"
"96","100","""random""","1","0.05","8","91","82","9"
"93","100","""random""","1","0.05","11","91","87","4"
"95","100","""random""","1","0.05","8","92","83","9"
"93","100","""random""","1","0.05","12","92","88","4"
"96","100","""random""","1","0.05","9","94","85","9"
"96","100","""random""","1","0.05","10","97","87","10"
"95","100","""random""","1","0.05","9","93","84","9"
"94","100","""random""","1","0.05","3","26","24","2"
"96","100","""random""","1","0.05","11","97","87","10"
"95","100","""random""","1","0.05","10","95","86","9"
"93","100","""random""","1","0.05","13","94","89","5"
"96","100","""random""","1","0.05","12","97","87","10"
"95","100","""random""","1","0.05","11","99","90","9"
"96","100","""random""","1","0.05","13","99","89","10"
"96","100","""random""","1","0.05","14","99","89","10"
"95","100","""random""","1","0.05","12","99","90","9"
"93","100","""random""","1","0.05","14","95","90","5"
"94","100","""random""","1","0.05","4","40","36","4"
"96","100","""random""","1","0.05","15","100","90","10"
"95","100","""random""","1","0.05","13","99","90","9"
"95","100","""random""","1","0.05","14","99","90","9"
"93","100","""random""","1","0.05","15","95","90","5"
"95","100","""random""","1","0.05","15","99","90","9"
"95","100","""random""","1","0.05","16","99","90","9"
"93","100","""random""","1","0.05","16","95","90","5"
"94","100","""random""","1","0.05","5","48","43","5"
"95","100","""random""","1","0.05","17","99","90","9"
"95","100","""random""","1","0.05","18","99","90","9"
"95","100","""random""","1","0.05","19","99","90","9"
"93","100","""random""","1","0.05","17","96","90","6"
"94","100","""random""","1","0.05","6","60","55","5"
